domain,ctr,count
trqRTJk9dN1RFt,0,50
trqRTvpoQqsrjMKEwJkWvpdh,0,8
eSMgqu1EMNj7wMK7vspENpn,0,1
eSMJqvNNGqf7gsKbumpENpn,0,1
trqRTvNNQqK8jdd4whLsQ1TRmT2,0,10
trqRTuMcP6LhkqKbuKz,0,5
trqRTv1oGQNRwqKbuKz,0,225
kDf-CAl9PpscFU,0,2
lKFml59cdo1Rwgmr5SqE,0,1
DDTcTJnxL6LW3qKbuKz,0,12
trqRTuS0PvL41m58uG,0,3
eY2-Qxu8XQp4jMKs5SqfNX,0,6
trqRTJ28QqC7gspy,0,8
kSKbQxFodouIXgNru1LWvpdh,0,1
trqRTupuMqN7jsk4JKTI,0,2
lKF4e59cdoNRwM1rJFp8-FTRmT2,0,2
D1xYG5p0dNm8aMxf5SqfNX,0,17
6hCYV198GqN_jdd4wANYNxb_oT1A,0,2
lKFgqxqvMNjxDZ295SxSbx8_oT1A,0,1
kFuUTuN-XIuc1mKYUV,0,1
kFkxVJnrOvl7go1-5SmEQAcKM9FnSU,0,1
DFpETuNuXIa7jMK0uW,0,1
eSMbGe1yB5sUgMmRwMpENpn,0,1
ersbGK9aMNTYJNKbuKz,0,3
5r2oGxu0Q9l7FdmIUFqWqxMzmw,0,1
lFFaqx9cdvlyaY57JspENpn,0,1
trqRTumNXZu91m58uG,0,56
trqRTus0GNN-gqKbuKz,0,1
DSMgquMRBT27FdmYJSSYNKTRmT2,0,3
5Sx7lp9Ug5sSXYdsvmpfoxb,0,1
5FpgCDj0Q9Kr,0,23
trqRTuxYGTKc1mKYUV,0,1
DFmbtS9RGT5YgMpAUMpEN0,0,1
trqRTvdNXqxYFmR4JKTI,0,26
trqRTudNXqT7agMYuFEWvpdh,0,722
trqRTuu0Bob7FmMs,0,149
DJpJeedxdvdSjMd4wspWUvj,0,1
trqRTuMEM959JmmbaAlWNxup,0,1
5dSjqxsmgTTN1QaWtYCWN5xA0NFiFsu2x-,0,7
5F1vB5a0QqdvFma4JKTI,0,3
5A1bB5p0GxsoJY58vK2Wvpdh,0,1
k1Sgtxk0BTTmgQC_ldpENpn,0,3
5dSXeubYBelxkTKxaJ1Avp2_oT1A,0,1
trqRTuqoMTNxjMK8JAFscuj_oT1A,0,10
trqRTvdcjQqvFNKbuKz,0,5
DSMgquMWBTKI1mxoaFsYcFT_-oa,0,1
519Xl5SvdNN9DQjK5SqfNX,0,1
lKF-B5p0GxsmgY1b5SqfNX,0,3
trqRTvNNXqTy1m58uG,0,22
trqRTJpmjZL7gspy,0,186
trqRTuFNMTN7j9KbuKz,0,1
trqRTvMEMqq7gMmRJFnWvpdh,0,1
trqRTu1EGZ5swTKbuKz,0,3
3DTuqyKSBqsb1m1oJrqfUyj_m9NT,0,1
trqRTuMyg9uYDZ2I5SqfNX,0,1
trqRTuq9MNSN1m58uMpEN0,0,42
er1oG19aMN5RX9K4wJB,0,3
e1F-txqvMNj7JsphcFEWvpB,0,1
kSE-ZDzrOTm_1m58uG,0,5
trqRTuSoQqsSgMp-JrlWvpdh,0,20
trqRTu50Q9uvFYqYw1srvvq_bNdfFsu2x-,0,1
trqRTuucXqKbwMn4uSFK,0,14
5KK-txqJMNj7gmdraKjWvpdh,0,2
Dra-ZDzrOTm_1m58uG,0,1
lFFye59cdoTNkTKbuKzWvp2,0,1
DFKbtpu0GxsvFmShaKjWvpdh,0,2
kKzYCK9aM98,0,1978
trqRTv1mQNdcJ9KbuKz,0,1
lKR-lvFvGZk7gspy,0,1
DFpETuSoMoqswdp4wMpfoxb,0,5
kDdve59xB5s8jMKoJJdsqxMzmw,0,1
trqRTvNNBo5RFma4JKTI,0,45
DSmreF9vjT1oFdN8uFjWNxup,0,26
trqRTu1oXN18JIB4JKTI,0,1
DSR-t6ToXNq4Js58u1srv6FImTCiYd56,0,2
trqRTvdoMq1YwOb4JKn,0,89
tKFgquNoMusyXZc4JKTIqxM_,0,5
kKKNtuSoGNl41mFru1F7oxd_05d8SdC,0,1
trqRTuqmMIFbF9KbuKz,0,1
trqRTvuJMNFSXMB4JKTI,0,2
eSdgl199jZm81mpWwW,0,1
3Smbeupmdo1RFhToUdpENpn,0,14
trqRTuMyM9MoFm1ouScWvp2,0,1
trqRTvpoQqfsgMn4JKTI,0,13
2hFJCpLSQedokdFY5Smf-e1imTuZYOcH7KqC4vukmTS3,0,1
trqRTu17Qq87gspy5SqW,0,6
tApgtpk0XTKNggmswJbWvpdh,0,1
3dREt51ydNsowH,0,21
trqRTJuojqKIjOMr5SqfNX,0,2
trqRTuqJMoNYJMb4uSFK,0,34
trqRTup0BTqYD9K4wJB,0,52
e1FgquSoGQuYgMKAJFnWQJlKEI8iYd56,0,1
lKFgqxFJdvnWkQCIthbWvpdh,0,32
5KFgqF97GQ1bgMm45Spr-P,0,2
5KF-tu50dNuUJmk4JKTI,0,1
trqRTumaQ9a7gsz,0,1
trqRTudRgIus1m58uG,0,4
kFc-Q59uQus7Xgl,0,14
DSMJq5MydNN7Xmn,0,3
DFKXB19rBqsbXdd8uSFnoKTRmT2,0,2
trqRTuMygTNvFsqow11WqxMzmw,0,17
trqRTuMEXoNY1m58uG,0,279
trqRTuu0gQqYJmMW5Spr-P,0,3
trqRTJkxO6aW1m58uG,0,1
6gdJqF9aM98,0,1
31xSTvu9MTTNaqKbuKz,0,1890
3Kb-lvFvGZk7gspy,0,4
5KFrB5prBqT7ghb4JKnWvrq7gvbdFsu2x-,0,1
tS1XeeKSdoTYwg5SaF5YcusyM9FnSU,0,1
trqRTuxoMNqcJmd0UDmHqxMzmw,0,264
tS90t6ToGTq41mKYUV,0,3
5K9SGp57j5s9jgqouYkKqxMzmw,0,83
trqRTJC7G927gspy,0,1
kKpjq65wdNuogmMr5SqfNFTRm7,0,1
trqRTuxJMqT7wNKbuKz,0,2
trqRTudrQ9C7gspy,0,438
3K9aQxFEXxsUgMmRwMpENpn,0,1
tK1gTupwQqsb1m58uG,0,1
DFmbtS9NMI19XM9-uKT8UvqnM9FnSU,0,1
lKF-BpuJMNj7jd1WJspENpn,0,2
era-lvFvGZk7gspy,0,5
trqRTupxQIpI1m58uG,0,1
6OfmVK9JMN9Y3oCs5SqfNX,0,2
l1Fue5sUQqsb1m58uG,0,4
5KK-Qx59Bqsbjsp4wspENST7g9B6wI8Hr1qZ,0,1
511vQxFJMusyXZc4JKTIqxM_,0,1
DSmbG5L0X9T9gsNfU1T_qxMzmw,0,2
kJ2-B5uIB5scg4,0,1
trqRTvNNM9sbXhM8vKTAqxMzmw,0,11
trqRTJzyLeMSjTKbuKz,0,44
HOBmZJC7jQc7go1-5SmEQAcKM9FnSU,0,1
kDsSlp5YGQL7gspy,0,1
5KFgqx9oMNj7aMphJSSYNxs6M9FnSU,0,3
trqRTupNM9KNjMB4JKTI,0,1
trqRTJnSOZNvFmufa1FWUKTRmT2,0,14
trqRTvKvXZdRJmM45SqfNX,0,3
6OnxZrzIPqL7jdzzespENpn,0,1
DFpETu5uX5sYXmM4wspENpn,0,1
l1K-GppodN1mgMNouAMYcFTRmT2,0,1
kKS-q6L0PqkWXTK4wJB,0,4
l1Tutrk9dN171mLWJYLiB1TRmT2,0,2
511FZJjyOpshjgNrwgbWvpdh,0,1
DSdJq5pSdvaWkZl4JKn,0,1
trqRTuSoMNFhFhMSUFEWvpdh,0,4
trqRTuMRjoa7gspy5SqW,0,19
tAuRt5urXqT71m545SKYcpuKmTpnFsu2x-,0,1
5KKRB557dv29kZk_tMpENpn,0,35
eSMJquM7B5sNadSh5SqfNX,0,46
3JpJt19JQI5YwmMbuDF0qxTy03,0,1
DFm0qx9cBZqv1Ydrv1FyB1TRmT2,0,1
3F1Jt6TJBq5oJNKbuKz,0,3
erdgGpuaOqM-kTK7aFurNy99mTdfFsu2x-,0,1
trqRTu5SXqf7gsz,0,9
DDdot5MJOyCrggFW5SqfNX,0,1
DFpETuqoMNT7gsB4aFurNxb_oT1A,0,1
3A1gqvMydommwMFhJKnWvp2,0,1
trqRTvTvQq5faTKbuKz,0,87
trqRTuTEM9S8F9K4wJB,0,89
5ALSTvTvg9FvjMz4uSFK,0,1
3Aq4TuSJ,0,15
3K9yl587O6nh1m545SKYcpuKmTpnFsu2x-,0,1
DFpETvF7GqsEXqKbuKz,0,2
6YnyZrjxL5ffDMd-5SqfNX,0,1
trqRTu9vXI1rwdc4uSFK,0,63
DF1gGe1IdNTUFhMs5SqfNX,0,1
eKFgqvuoGZqR1mKYUV,0,1
trqRTuFEMqlsDZc95SqW,0,13
lDj-exFoMN2rgNKbuKz,0,2
trqRTuFIgTq4gsdWwK1IUvB_oT1A,0,2
3Az-QekrOek7gspy,0,1
eSMrqu1vdom8jmS8JmpENpn,0,88
Drz-txp0BNc7gspy,0,186
3SKNeeFIgyC7XdmAv1MYqxMzmw,0,12
trqRTJa7XZu81m58uG,0,16
trqRTJkrQNc7gspy,0,5
trqRTud0GNN8jdMW5SqfNX,0,4
3r1gquMIXqT71muouSxyqxMzmw,0,3
lD1cl5TmM9j7wOa,0,1
trqRTv2SOea7gspy,0,6
eJ1ot589dN1RFt,0,2
lA14lpsydNuUJmk4JKTI,0,7
trqRTvFoGQdIFhmouspENpn,0,2
trqRTudNBqsoJsM8uS5fvvqxM9FnSU,0,78
trqRTumJMoq7wqK8vSc,0,32
kFF-txxvMufIkTKbuKz,0,7
trqRTuxvXTTSFmMzvspEN0,0,73
l1FNl5pEdoTy1m58uG,0,44
trqRTuuagT1f1m58uG,0,170
5F1RQS9wg9xYXmB4uSFK,0,1
kr2-VDj0Q9Kr,0,5
eSMElpdNBqsv1m545Sk_vrkHj5d8SdC,0,1
trqRTu1udQF4wTKbuKz,0,1
trqRTuNyBIqI1m58uG,0,12
trqRTvdyG9T4Js5ov1jWvpdh,0,1
trqRTuSogI5oFmm4wKFpoeqyYZjiYd56,0,1
lKFgqF9rg5scFsf,0,25
kSpFB19NdNdvjMxY5SqfNX,0,1
trqRTJj4L6BskZj4JKn,0,15
D1FStDnILpsUDmL4a1lzGrL_oT1A,0,1
DFpETvKvGTNh1m58uG,0,37
trqRTu1-OeC41m58uG,0,1
5K5ue5sIX5scFNKyJF9ro5dsmpd8SdC,0,1
2hFRBK9aM98,0,302
tS1vq55odo5IjM5ouspENpn,0,39
DSC-VDj0Q9Kr,0,570
trqRTvurdNm0whNb5Spr-P,0,1
trqRTvprGTTh1m58uG,0,3
trqRTu5vGNB7FmMs,0,386
trqRTvdmBIa7FmMs,0,4
tA1cG19cQq9o1m5SaFpYqxMzmw,0,4
trqRTJuSBqs9wqKbuKz,0,1
trqRTJ2Rg9L7gsz,0,1
kD5yZDzydN171mLWJYLiB1TRmT2,0,1
eDz-ZDkrLpscFsf,0,3
eSK-lp5WQ9L7go1-5SqxUuphM9Fi,0,1
3FF-e59aG5s8Xd5SaFpYqxMzmw,0,23
DSC-txp0BNc7gspy,0,167
eDKwt59WX5syJgmo5SqfNX,0,97
trqRTuMvBqxYwhc4JKTI,0,660
tKFgquNoMufIDgmou1LWvpdh,0,1
tSK-tyuvjqKIadb4vFMAUx5R-ud8SdC,0,1
3K1Se5umdN1mjMKo5S1RUuTpM9FnSOSh7m5V4yE,0,2
3FFNq19wQqNEXqKbuKz,0,1
eSMvB5p0doTNkTKbuKzWvp2,0,1
eS54TJj4L6k7gsz,0,14
tS1-BuFEX5s_FgE4uF1svx5iM9FnSU,0,2
lKFgtp5mG5sUgMK7aF14cuk_oT1A,0,300
trqRTuxvMZ5YFmayuFSWUe8_oT1A,0,1
trqRTJkSPva7gspy,0,257
trqRTuMyGTcskZbA5SqfNX,0,3
eKK0e59oMqTbXqKbuKz,0,10
trqRTvMEX9N7wdMWwS1EUFTRmT2,0,1
3KKNl5p0doNRwM1rJFnWvpdh,0,2
erz-VDj0Q9Kr,0,16
er14lpsydv2yDIBf5Spr-P,0,1
tKFgquSEMNj7gM1ouScWvpdh,0,5
trqRTuFyM91mXqKbuKz,0,47
DFpETvu9MTTNaqKbuKz,0,5
DSxFl5p0dN17,0,1
trqRTvpEM91vJNKbuKz,0,66
trqRTvNWBoL7FmMs,0,6
trqRTvNNBq1mXMKE5SqfNX,0,2
5D1wt59cjqqSjMKE5r1Ao55_M9F8,0,1
trqRTuqJQNT7X9KbuKz,0,2
trqRTv1vjp9vJsmo5SqfNX,0,2
trqRTJn7LpscFsf,0,2
eFKFl5smMINvFOqA5SqfNX,0,1
trqRTJC4LqqNwqKbuKz,0,3
l1K-exFvMNj73Qc4JKTI,0,25
DFa-lxpoMTTY1mKYUV,0,2
trqRGS8RO9Ny1m58uG,0,1
lFMgquM-BqTEFhB4JS1yvp5IM9FnSU,0,2
lOnmZA20Q9Kr,0,15
DSMrBpuEMNj7JMlK5SqfNFTRm7,0,1
lD1gquSyL6a7go1-5SmEQAcKM9FnSU,0,1
erMoBK9NGQNYaTKbuKz,0,3
DSMJquMuX5sSgMpRwMpENpn,0,3
trqRTud7jQ19gM9WJFMyNKT7bof,0,5
3Sl-txp0gIqNgMmxcMpENpn_oTC,0,82
trqRTud0MeCy1m58uG,0,4
lJB-Qyc0QNq7Xdm-JF2Wvpdh,0,17
trqRTJaIOe291m58uG,0,4
DDpSQS9xQqSIFmu9JF2Wvpdh,0,7
trqRTuFJM91mjQCWespENpn,0,48
5K1Elpp0dvaWkZl4JKn,0,2
kFF-tx1vjNuoFNKba1jIo5xrmpd8SdC,0,1
DFKXB19JQNT7X9KbuKz,0,3
trqRTupoPeBf1m58uG,0,1
trqRTvFoQQmvjgqKUdpWUvj,0,1
D150t55xBTN7X9KbuKz,0,1
ersJt5L0XQqIkqKbuKz,0,21
eSMvGx50G9T7FOk4JKjWvKpRM9FnSU,0,1
eSMgquM7Qqz7jd1WJspENpn,0,2
trqRTudEM9xsgg24JKTI,0,15
lFMgquMcXqK4FsKE5SbWvx5IbTciYd56,0,1
trqRTuToQNN9jMB4JKTI,0,65
trqRTuFyQqcfkZb4JKTI,0,2
trqRTupuM9dowOMsuA5yvuKVM9FnSU,0,1
DrTaqS9xG9dIJ9KbuKz,0,3
tSKNqK9JMZpmgM58w1F_oKTRmT2,0,4
trqRTv1SjeLy3qKbuKz,0,14
trqRTJnrL6ahDZcK5Sxh-KTRmT2,0,1
DFFaV19aQI5W1m58uG,0,1
er10G5u9B5scFNKyJF9ro5dsmpd8SdC,0,1
trqRTuqyMNMSgg5SwK1IUvB_oT1A,0,1
trqRTuqmQQ1mjsE4uSFK,0,18
trqRTvn4PvLW1m58uG,0,6
trqRTvjxXIFf1m58uG,0,2
eSMrq5n0gNq8XsdrumpWUvj,0,1
3FFSqu5RgxsyFQCWedpENpn,0,31
trqRTJ2RBTa7FmMs,0,109
3ruoeez0L6Bs3TKbu-,0,7
kSE-QekrOek7gspy,0,5
eKMbGpf0MNq9FhL4JKTI,0,3
eDKSqeKUg9L73Q19adpENpn,0,7
3F1wt5SmdN9-3Qk95SqfNX,0,1
kAdjTv1cQoq81m58uG,0,119
trqRTud7QqsokZc4JKTI,0,1
DSR-exsEXNqo1mKYUV,0,2
3An-BpuJMyl91m58uG,0,6
trqRTvNWjZl7gsz,0,1
trqRTua8G9KI1m58uG,0,1
trqRTuFJQ9SoJ9K4wJB,0,1
DFpETudrBTm81mKYUV,0,1
trqRTJByOyC7gspy,0,26
lAC-lpT7QxscFsf,0,2
trqRTv1mBqT7FMM4wspENpn,0,3
eS9uqy5-BxscFsf,0,2
3J2-luswOykI1m58uG,0,3
5D1El5C0BIqvFYmY5Spr-P,0,39
51FvGK9aQ9NNFmMs5SqfNX,0,16
er1vl65JdoTNkTKbuKzWvp2,0,1
lFMrlppodNFvFmSr5SqfNX,0,1
DFpETvdNXqSRFmubumpENpn,0,1
tApgGu5mdNFrw9Kbu-,0,751
trqRTJzSL6a8DICI5SqW,0,2
tKFgquNoMusSgMpRwMpENpn,0,6
trqRTvdEOenx1m54,0,10
3SK-BuFEX5fIkTKbuKz,0,19
3SdytpC0Q9f7FMdRwJdfN5C_oT1A,0,1
5F1SqpsEBIqx1Y5Y,0,1
tSKvGp5xQxscFsf,0,2
trqRTJa7GZn7gspy,0,14
trqRTJn7O91mgg5Y5SqfNX,0,1
trqRTv1vgodvXmpWUFKzqxMzmw,0,1
trqRTuN9Gq591m58uMpEN0,0,1
lJB-lp9-g9d81m58uG,0,3
3DC-ZJpaMuscFsf,0,1577
tMR0Vp50dN1RFt,0,7
trqRTuFJMy24DsqY5SqfNX,0,3
kK9oteMJjejsXhE4JKjWvKpRM9FnSU,0,1
lKFgqF9JQNT7X9KbuKz,0,2
trqRTuT7GqT9jdMSwF1ibFTRmT2,0,1
lAuwQyKSdvF9gqKbu-,0,1
kK9-txmEMNj7gsKbumpENpn,0,3
trqRTv5SB5scFsf,0,1
5FK-luu0GxsvFmShaKjWvpdh,0,2
trqRTuFvMNT7FhTYvSLWvp2,0,17
kFFgquFJMNj7jsdywFpRqxMzmw,0,31
trqRTJnrO6T8jdp95SqfNX,0,1
trqRTJa4Oen7gspy,0,68
trqRTvKNg62xDTKbuKz,0,104
trqRTvdSMIk7Jdc,0,3
trqRTudvMTqUwgSi5SqfNX,0,5
lFMgqyKoMus0jMd8cSmf-FT_-oa,0,7
kAuFGK89Pva91m54,0,7
eSMbGS9bQqs9JhMh5SqfNX,0,3
trqRTvTyBQFoFNKbuKz,0,272
l1KbTvTvg9FvjMz4uSFK,0,1
tFqJBpu0GxscFsf,0,8
3sSuTvdx,0,7
e1Fjlp5wQqKhgMKE5S5YcusyM9FnSU,0,1
51FgqvuJMNj7gmdrJK1yqxMzmw,0,4
lDMXTu9xX5soXOB4JKn,0,1
kAa-lATNdN17,0,1
trqRTvKYOvqs1m58uG,0,1
trqRTuubOeC81m58uG,0,15
trqRTuTvgI58XM9xaFpRopxp-ojiYd56,0,4
erdbexb0PecyjOc4JKTI,0,49
trqRTuMWGTxf1m58uG,0,10
3A1Elpa0gIucFYa4uSFK,0,1
3F9btK9-XTuhJsc4JKTI,0,1
trqRTuTJQNNmwqKbuKz,0,1
trqRTv1EM9doFNKbuKz,0,2
6OjEZJLxLecs3NKbumpIvusyYq1KST1fx1L,0,1
trqRTJn8LTsRFqKbuKz,0,4
trqRZS9aM9MRFs84JKTI,0,24
trqRTuFJM9SvFoCWespENpn,0,221
trqRTu99LpscFsf,0,1
trqRTJarXTqmwMb4JKTI,0,1
k11gQyarOpsYFmF8,0,9
kA1gl5TvB5fIkTKbuKz,0,8
3r1vtp50M9f7gsz4uF18Uv1zmqLiYd56,0,1
tK9bqK87OqqNwQc4JKTI,0,1
trqRTuMEOo5f1m54,0,1
3rMyG5SoMusmgY1b5SqfNX,0,1
DFpETuN9Gq591m58uG,0,107
trqRTuxIGoq7FYmEJFKroKT_-oa,0,1
DF8-ququQqNSaqKbu-,0,22
DF1-txTydoTNkTKbuKzWvp2,0,1
lKKmTudEM9xsgg24JKTI,0,2
l1Fjlpp0GxsUgMmbJFEWvpdh,0,1
trqRTvdNBq1YFMm4wKxAqxMzmw,0,101
eD1ol59cdNuoaMmK5SqfNX,0,3
kJqJl5FydN171mLWJYLiB1TRmT2,0,1
DDTcTu1yM95IF9Kbu-,0,2
DSMJquMuX5s_FgE4uF1svx5iM9FnSU,0,9
lACrVDC0GTNhJdqo5SqfNX,0,1
tSToTvNNQIj7gspy,0,1
DFK-qu57gxsRFm9ruSFWcumyY99yFsu2x-,0,1
tSKSexF0BqFoJmmouSKf-xxyYT1iSMsH7m5z95k,0,2
trqRTJnxLp9Sgga4JKTI,0,1
DF1vluu0Gxs_FgE4uF1svx5iM9FnSU,0,8
trqRTubrLea41m58uG,0,75
trqRTJCyO62xDTKbuKz,0,1
trqRTu1vg9NbFm18uKzWvpdh,0,3
trqRTJL4gZL7gspy,0,2
trqRTvNcBN9xjNKbuKz,0,4
eF1gtK9SXq571m58uG,0,18
3dxaqeB0Q9f,0,2444
trqRTvNSBZMYJTKbuKz,0,5
2hMSB6L0PqkWXTK4wJB,0,3
trqRTvdNXqMvammmaF1WqxMzmw,0,17
trqRTvTWPeCx1m58uG,0,905
trqRTvprQqc7FmMs,0,88
5KFJexFvdNFvFhqrwMpEN0,0,1
lFMgquMWBTKI1oc_lOBWvp2,0,3
DJ1JGpkIOeCW1mLWJmpxvABHg5d8SdC,0,1
kJ1xl5p0do1Rwgmr5SqE,0,1
6Yfme5TadN1RFt,0,2
eSK-q550jTNv1YdhegLKqxMzmw,0,1
3r1vqp18QQd8wdMyv1srqxMzmw,0,18
5dSuledvMo1o1glAemp9cv56oTCiYd56,0,1
D1xFQusoGpsYwdN8uFjWvpdh,0,5
trqRTvuWL6a7Fh1E5SqW,0,37
l1K-Q5u0GIuYgMpfaDFfqxE_o9qhEdbHr1qZ,0,1
trqRTuMyQqsNgMKE5SqfNX,0,2
DFpETupmM658XMmAJMpWUvj,0,11
trqRTv1xjQN8FTKbuKz,0,21
trqRTuTwgxs0jMd8cSmf-FT_-oa,0,2
trqRTvNNBqdRF9K4wJB,0,5
519Sqy20Bq1sF9KbuKz,0,2
trqRTvTYGNT7J9Kbu-,0,27
tKKve580BTd4g9KbuKz,0,1
3ruuBvKcgxscFNKyJF9ro5dsmpd8SdC,0,1
trqRTupyjqKI1m58uG,0,3
kFFJB5p0GxshFhM-aF1WqxMzmw,0,1
trqRTvFyGQmYDQLf5SqfNX,0,1
trqRTvKmQQN8g9KbuKz,0,9
trqRTu1oOI27gsz,0,5
lA1El65JBej41mLWJmpxvABHg5d8SdC,0,1
trqRTvquM9xvXOb4JKTI,0,3
5KFUl5p0Gxsvgmd4wspENpn,0,4
eSTvtup0gxs7Xgl,0,1
eFKblxsyMTN7X9zAeg1Ec5k_oT1A,0,33
kF9ctDn4OxscFsf,0,1
trqRTuNoQQmmgMn4JKTI,0,58
DMxReez0g9K8F9KbuKz,0,1
trqRTuSoXZ5SXguYJSmA-1TRmT2,0,1
trqRTvuJGob7jMK0uW,0,2
erj-e59-XqSo1m58uG,0,7
trqRTv1oGQTIFNKbuKz,0,16
trqRTvuyg9uIFYTruScWNxup,0,6
eSSglpsYdNC4gNKSJhliQ1TRmT2,0,1
trqRTvKEX9q4JdmEvspWUvj,0,20
trqRTvprgqdv1m58uG,0,1
51C-GpMwXQL7gspy,0,1
3J1SGeTvgxs0JmE4JKTIqxM_,0,2
trqRTu58GqshgMz4JKTI,0,9
trqRTvMJjedoFmuxaJqxqxMzmw,0,3
trqRTJn8Oqq7Xs9rvKbWvp2,0,16
trqFTvNwQqsY1m58uG,0,2
trqRZ18yPe2skTKbuKz,0,5
l19-B5E0QvdU1mNbehasqxMzmw,0,1
eSMJqvuJMNj7Fdd8aKjWvpdh,0,2
trqRTJCSMI5YJ9KbuKz,0,1
er1ElpuwBqf7go1-5SmEQAcKM9FnSU,0,1
trqRTupJOvl7gsz,0,25
3FTaTuFwgNL7gspy,0,1
51mueF9NdNdvjMxY5SqfNX,0,1
trqRTu9vXI17Fha4JK2W-uf,0,15
trqRTuNRXZB7gspy,0,282
6hlYV198GqN_jdd4wANYNxb_oT1A,0,1
lFMgquNoQqsb1YdmldpENpn_oTC,0,1
DSdFGK89Pva91m54,0,8
511vBuFEX5fs3ocs5SqW,0,1
5dSNt59EXNzrgQjAedp9cv56oTCiYd56,0,3
6h2rVK98GqN_jdd4wANYNxb_oT1A,0,4
trqRTu17GqTrJsq8UKnWvpdh,0,6
kAn-lp5oGIqvFma4JKTI,0,40
trqRTvpNQNT7X9KbuKz,0,32
3SKot19aBTN7gMmsu110qxMzmw,0,1
lKFgqS9-BqqNgMn4uSFK,0,1
D1NJQyk0gqks1m58uMpEN0,0,1
l1K-e580QNTYgsdr5SqfNX,0,1
DFpETJz4PvumaNKbuKz,0,1
5FK-Gps0GxsbgMK7aMpENpn,0,3
5KFgqyuJMNj73Qc4JKTI,0,21
DFpETu17QqFRFY58UFfWvp2,0,2
er1vBuFEX5scjddSJFTKvuR_oT1A,0,1
tS1-lyk0BQky3oc4JKTI,0,3
kFF-tyNNMIl7gmu85SqW,0,1
DFpETuMyGTcskZbA5SqfNX,0,110
DFKyGxpxgq27gspy,0,1
eK9EGK90GQF81Yq8uMpENpn,0,13
trqRTvMJgopW3qKbuKz,0,144
kKz-ZDzrOTm_1m58uG,0,1
trqRTuxIBQn7gsz,0,27
5A1bB5p0GxfyDQkhespWUvj,0,1
3F90txuUgxscFsf,0,8
trqRTvKoMNSWjM9xJMpENpn,0,3
5K9NTuSyGQmI1m58uG,0,1
k1TbqvKEgTT7JhuYvrlWvpdh,0,3
3SK-Qyk0jqKIgmmouS9AqxMzmw,0,1
trqRTvdEMTKrjMl4uSFK,0,1
trqRTvpoQqs-gMz4uSFK,0,261
3FdjTud0BTT71m58uG,0,4
trqRTvTJQ9N7X9sEJFKroKTRmT2,0,7
tDTJQF9WG9Sf1m54,0,1
6hlyVF98GqN_jdd4wANYNxb_oT1A,0,1
trqRTuMcQq191m58uG,0,61
DFpETu99MQNmFssY5SqfNX,0,1
trqRTvKRjel43qKbu-,0,14
eAB-B6jSOva7gspy,0,1
3Sl-VDj0Q9Kr,0,3
trqRTvT7BQ5f1m58uG,0,2
kJ1-Q5u0GImmjM18aSSYNSTW0Nd2EMfHr1u1bSqnsql,0,1
trqRTudEQQc7gspy,0,36
3ruRqK9aM9KcF9K4wJBWvp2,0,55
trqRTu1EX9171m58uG,0,587
kr1gleMJMus8FsFsuKpyvKTRm7,0,32
3K1yG19WQqNsjMd45FuYNyxIM9FnSU,0,1
DrqFTJk7GTq8jMu45SqfNX,0,6
trqRTuNEg9qxwmm4JFSpvFTRmT2,0,1
tFF0e5SSQQ5oFTK4wJB,0,1
trqRTvuJMNF_jdb4UDa,0,1
eSMJqvNNGqf7Fgm0UFnnqxMzmw,0,4
trqRTu9vX6l439Kbu-,0,1
trqRTu1ojQ54gMqY5SqfNX,0,2
6Sdoeej0O95rggcK5SqfNX,0,33
trqRTJduMqz7gspy,0,57
3SKoteC0Q9s9wNKbu-,0,4
trqRTuMyg9uYwsM45ST_U_,0,56
trqRTvdog9NbgMsYvspENpn,0,1
DSMbquMrBqsb1m9rwF5yvuC_oT1A,0,13
kFFbquMvguscFsf,0,56
trqRTumyQqshXqK4wJB,0,36
DJ2-BuF9GxscFsf,0,9
DSKvTu5uXq5Rwsz4uSFK,0,37
trqRTuMJMNFbX9KbuKz,0,122
eSE-Bvu7M5scFsf,0,1
trqRTuTJGy241mpWwW,0,1
DSMvBuFEX5syXZc4JKTIqxM_,0,1
5FR-VDj0Q9Kr,0,159
DrdFQx20Q9smwM1YaMpENpn,0,15
kFFgqv1JMI1mwqKhuSxzqxMzmw,0,1
trqRTJzyPvn7gspy,0,1
trqRTuTJQocWDQC4JKTI,0,310
3S9NtK9cXq1mXMKE5SqfNX,0,2
lKFgqvuJMNj7gmdrJK1yqxMzmw,0,1
5KFgquMWBTq7X9KKJKsAvSTRm7,0,1
Hgj0ZJjIdvjygML4JKTI,0,1
trqRTuxJBTq4amdrurMAvxa_oT1A,0,1
6hlYC198GqN_jdd4wANYNxb_oT1A,0,1
3D5bq6qvgI5vJNKbuKz,0,1
51KvqK9SXq571m58uG,0,2
kJTxQuMuL6as1m545Sk_vrkHj5d8SdC,0,1
trqRTuq7GqqbgMsYvKxANxms-ud8SdC,0,2
trqRTJB4Pvc7gspy,0,9
trqRTuNogqNo1m58uG,0,160
3Ak-e5TJMNj7gspy,0,8
6OsRe5SmgTTxXgL4JKTI,0,1
l1K-exFvMNj7JMlK5SqfNFTRm7,0,2
6S2-B5syQNKh1m58uG,0,1
eSSEV6dYBqxo1m58uG,0,1
eJ1vB5s0G9171mLWJmpxvABHg5d8SdC,0,1
trqRTuSJM9FI1m58uG,0,2
6Yzrqx9mBqso1m58uG,0,1
